title,pdf_url,arxiv_url,code_available,code_url
"Learning to Detect Objects from  Multi-Agent LiDAR Scans without Manual Labels",https://openaccess.thecvf.com/content/CVPR2025/papers/Xia_Learning_to_Detect_Objects_from__Multi-Agent_LiDAR_Scans_without_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.08421,yes,https://github.com/xmuqimingxia/DOtA
"DeepLA-Net: Very Deep Local Aggregation Networks for Point Cloud Analysis",https://openaccess.thecvf.com/content/CVPR2025/papers/Zeng_DeepLA-Net_Very_Deep_Local_Aggregation_Networks_for_Point_Cloud_Analysis_CVPR_2025_paper.pdf,,no,
"Multi-Layer Visual Feature Fusion in Multimodal LLMs: Methods; Analysis; and Best Practices",https://openaccess.thecvf.com/content/CVPR2025/papers/Lin_Multi-Layer_Visual_Feature_Fusion_in_Multimodal_LLMs_Methods_Analysis_and_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.06063,yes,https://github.com/EIT-NLP/Layer_Select_Fuse_for_MLLM
"APHQ-ViT: Post-Training Quantization with Average Perturbation Hessian Based Reconstruction for Vision Transformers",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_APHQ-ViT_Post-Training_Quantization_with_Average_Perturbation_Hessian_Based_Reconstruction_for_CVPR_2025_paper.pdf,,yes,https://github.com/GoatWu/APHQ-ViT
"AdaptCMVC: Robust Adaption to Incremental Views in Continual Multi-view Clustering",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_AdaptCMVC_Robust_Adaption_to_Incremental_Views_in_Continual_Multi-view_Clustering_CVPR_2025_paper.pdf,,maybe,
"Omni-Scene: Omni-Gaussian Representation for Ego-Centric Sparse-View Scene Reconstruction",https://openaccess.thecvf.com/content/CVPR2025/papers/Wei_Omni-Scene_Omni-Gaussian_Representation_for_Ego-Centric_Sparse-View_Scene_Reconstruction_CVPR_2025_paper.pdf,,yes,https://github.com/WU-CVGL/Omni-Scene
"3DTopia-XL: Scaling High-quality 3D Asset Generation via Primitive Diffusion",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_3DTopia-XL_Scaling_High-quality_3D_Asset_Generation_via_Primitive_Diffusion_CVPR_2025_paper.pdf,,no,
"UA-Pose: Uncertainty-Aware 6D Object Pose Estimation and Online Object Completion with Partial References",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_UA-Pose_Uncertainty-Aware_6D_Object_Pose_Estimation_and_Online_Object_Completion_CVPR_2025_paper.pdf,,no,
"Missing Target-Relevant Information Prediction with World Model for Accurate Zero-Shot Composed Image Retrieval",https://openaccess.thecvf.com/content/CVPR2025/papers/Tang_Missing_Target-Relevant_Information_Prediction_with_World_Model_for_Accurate_Zero-Shot_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.17109,yes,https://github.com/Pter61/predicir
"Binarized Mamba-Transformer for Lightweight Quad Bayer HybridEVS Demosaicing",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhou_Binarized_Mamba-Transformer_for_Lightweight_Quad_Bayer_HybridEVS_Demosaicing_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.16134,yes,https://github.com/Clausy9/BMTNet
"DiffSensei: Bridging Multi-Modal LLMs and Diffusion Models for Customized Manga Generation",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_DiffSensei_Bridging_Multi-Modal_LLMs_and_Diffusion_Models_for_Customized_Manga_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.07589,maybe,
"Narrating the Video: Boosting Text-Video Retrieval via Comprehensive Utilization of Frame-Level Captions",https://openaccess.thecvf.com/content/CVPR2025/papers/Hur_Narrating_the_Video_Boosting_Text-Video_Retrieval_via_Comprehensive_Utilization_of_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.05186,no,
"IDEA-Bench: How Far are Generative Models from Professional Designing?",https://openaccess.thecvf.com/content/CVPR2025/papers/Liang_IDEA-Bench_How_Far_are_Generative_Models_from_Professional_Designing_CVPR_2025_paper.pdf,,no,
"Interpretable Image Classification via Non-parametric Part Prototype Learning",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_Interpretable_Image_Classification_via_Non-parametric_Part_Prototype_Learning_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.10247,yes,https://github.com/zijizhu/proto-non-param
"PhD: A ChatGPT-Prompted Visual Hallucination Evaluation Dataset",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_PhD_A_ChatGPT-Prompted_Visual_Hallucination_Evaluation_Dataset_CVPR_2025_paper.pdf,http://arxiv.org/abs/2403.11116,no,
"CARL: A Framework for Equivariant Image Registration",https://openaccess.thecvf.com/content/CVPR2025/papers/Greer_CARL_A_Framework_for_Equivariant_Image_Registration_CVPR_2025_paper.pdf,http://arxiv.org/abs/2405.16738,no,
"ClimbingCap: Multi-Modal Dataset and Method for Rock Climbing in World Coordinate",https://openaccess.thecvf.com/content/CVPR2025/papers/Yan_ClimbingCap_Multi-Modal_Dataset_and_Method_for_Rock_Climbing_in_World_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.21268,maybe,
"DAGSM: Disentangled Avatar Generation with GS-enhanced Mesh",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhuang_DAGSM_Disentangled_Avatar_Generation_with_GS-enhanced_Mesh_CVPR_2025_paper.pdf,http://arxiv.org/abs/2411.15205,no,
"Estimating Body and Hand Motion in an Ego-sensed World",https://openaccess.thecvf.com/content/CVPR2025/papers/Yi_Estimating_Body_and_Hand_Motion_in_an_Ego-sensed_World_CVPR_2025_paper.pdf,http://arxiv.org/abs/2410.03665,no,
"A Bias-Free Training Paradigm for More General AI-generated Image Detection",https://openaccess.thecvf.com/content/CVPR2025/papers/Guillaro_A_Bias-Free_Training_Paradigm_for_More_General_AI-generated_Image_Detection_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.17671,maybe,
"FALCON: Fairness Learning via Contrastive Attention Approach to Continual Semantic Scene Understanding",https://openaccess.thecvf.com/content/CVPR2025/papers/Truong_FALCON_Fairness_Learning_via_Contrastive_Attention_Approach_to_Continual_Semantic_CVPR_2025_paper.pdf,http://arxiv.org/abs/2311.15965,no,
"Certified Human Trajectory Prediction",https://openaccess.thecvf.com/content/CVPR2025/papers/Bahari_Certified_Human_Trajectory_Prediction_CVPR_2025_paper.pdf,http://arxiv.org/abs/2403.13778,maybe,
"Evaluating Vision-Language Models as Evaluators in Path Planning",https://openaccess.thecvf.com/content/CVPR2025/papers/Aghzal_Evaluating_Vision-Language_Models_as_Evaluators_in_Path_Planning_CVPR_2025_paper.pdf,http://arxiv.org/abs/2411.18711,no,
"Free on the Fly: Enhancing Flexibility in Test-Time Adaptation with Online EM",https://openaccess.thecvf.com/content/CVPR2025/papers/Dai_Free_on_the_Fly_Enhancing_Flexibility_in_Test-Time_Adaptation_with_CVPR_2025_paper.pdf,http://arxiv.org/abs/2507.06973,no,
"Transformers without Normalization",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_Transformers_without_Normalization_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.10622,no,
"SGC-Net: Stratified Granular Comparison Network for Open-Vocabulary HOI Detection",https://openaccess.thecvf.com/content/CVPR2025/papers/Lin_SGC-Net_Stratified_Granular_Comparison_Network_for_Open-Vocabulary_HOI_Detection_CVPR_2025_paper.pdf,,yes,https://github.com/Phil0212/SGC-Net
"Galaxy Walker: Geometry-aware VLMs For Galaxy-scale Understanding",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_Galaxy_Walker_Geometry-aware_VLMs_For_Galaxy-scale_Understanding_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.18578,no,
"HiPART: Hierarchical Pose AutoRegressive Transformer for Occluded 3D Human Pose Estimation",https://openaccess.thecvf.com/content/CVPR2025/papers/Zheng_HiPART_Hierarchical_Pose_AutoRegressive_Transformer_for_Occluded_3D_Human_Pose_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.23331,no,
"SnowMaster: Comprehensive Real-world Image Desnowing via MLLM with Multi-Model Feedback Optimization",https://openaccess.thecvf.com/content/CVPR2025/papers/Lai_SnowMaster_Comprehensive_Real-world_Image_Desnowing_via_MLLM_with_Multi-Model_Feedback_CVPR_2025_paper.pdf,,no,
"From Faces to Voices: Learning Hierarchical Representations for High-quality Video-to-Speech",https://openaccess.thecvf.com/content/CVPR2025/papers/Kim_From_Faces_to_Voices_Learning_Hierarchical_Representations_for_High-quality_Video-to-Speech_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.16956,no,
"DFM: Differentiable Feature Matching for Anomaly Detection",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_DFM_Differentiable_Feature_Matching_for_Anomaly_Detection_CVPR_2025_paper.pdf,,no,
"FlashGS: Efficient 3D Gaussian Splatting for Large-scale and High-resolution Rendering",https://openaccess.thecvf.com/content/CVPR2025/papers/Feng_FlashGS_Efficient_3D_Gaussian_Splatting_for_Large-scale_and_High-resolution_Rendering_CVPR_2025_paper.pdf,http://arxiv.org/abs/2408.07967,yes,https://github.com/InternLandMark/FlashGS
"PointSR: Self-Regularized Point Supervision for Drone-View Object Detection",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_PointSR_Self-Regularized_Point_Supervision_for_Drone-View_Object_Detection_CVPR_2025_paper.pdf,,no,
"Exploring Timeline Control for Facial Motion Generation",https://openaccess.thecvf.com/content/CVPR2025/papers/Ma_Exploring_Timeline_Control_for_Facial_Motion_Generation_CVPR_2025_paper.pdf,http://arxiv.org/abs/2505.20861,no,
"v-CLR: View-Consistent Learning for Open-World Instance Segmentation",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_v-CLR_View-Consistent_Learning_for_Open-World_Instance_Segmentation_CVPR_2025_paper.pdf,,no,
"Chat2SVG: Vector Graphics Generation with Large Language Models and Image Diffusion Models",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_Chat2SVG_Vector_Graphics_Generation_with_Large_Language_Models_and_Image_CVPR_2025_paper.pdf,http://arxiv.org/abs/2411.16602,maybe,
"GAF: Gaussian Avatar Reconstruction from Monocular Videos via Multi-view Diffusion",https://openaccess.thecvf.com/content/CVPR2025/papers/Tang_GAF_Gaussian_Avatar_Reconstruction_from_Monocular_Videos_via_Multi-view_Diffusion_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.10209,no,
"Reloc3r: Large-Scale Training of Relative Camera Pose Regression for Generalizable; Fast; and Accurate Visual Localization",https://openaccess.thecvf.com/content/CVPR2025/papers/Dong_Reloc3r_Large-Scale_Training_of_Relative_Camera_Pose_Regression_for_Generalizable_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.08376,yes,https://github.com/ffrivera0/reloc3r
"AI-Face: A Million-Scale Demographically Annotated AI-Generated Face Dataset and Fairness Benchmark",https://openaccess.thecvf.com/content/CVPR2025/papers/Lin_AI-Face_A_Million-Scale_Demographically_Annotated_AI-Generated_Face_Dataset_and_Fairness_CVPR_2025_paper.pdf,,yes,https://github.com/Purdue-M2/AI-Face-FairnessBench
"Inference-Scale Complexity in ANN-SNN Conversion for High-Performance and Low-Power Applications",https://openaccess.thecvf.com/content/CVPR2025/papers/Bu_Inference-Scale_Complexity_in_ANN-SNN_Conversion_for_High-Performance_and_Low-Power_Applications_CVPR_2025_paper.pdf,http://arxiv.org/abs/2409.03368,yes,https://github.com/putshua/Inference-scale-ANN-SNN
"Janus: Decoupling Visual Encoding for Unified Multimodal Understanding and Generation",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_Janus_Decoupling_Visual_Encoding_for_Unified_Multimodal_Understanding_and_Generation_CVPR_2025_paper.pdf,http://arxiv.org/abs/2410.13848,no,
"MVDoppler-Pose: Multi-Modal Multi-View mmWave Sensing for Long-Distance Self-Occluded Human Walking Pose Estimation",https://openaccess.thecvf.com/content/CVPR2025/papers/Choi_MVDoppler-Pose_Multi-Modal_Multi-View_mmWave_Sensing_for_Long-Distance_Self-Occluded_Human_Walking_CVPR_2025_paper.pdf,,no,
"TopNet: Transformer-Efficient Occupancy Prediction Network for Octree-Structured Point Cloud Geometry Compression",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_TopNet_Transformer-Efficient_Occupancy_Prediction_Network_for_Octree-Structured_Point_Cloud_Geometry_CVPR_2025_paper.pdf,,yes,https://github.com/xinjiewang1995/TopNet
"MagicArticulate: Make Your 3D Models Articulation-Ready",https://openaccess.thecvf.com/content/CVPR2025/papers/Song_MagicArticulate_Make_Your_3D_Models_Articulation-Ready_CVPR_2025_paper.pdf,http://arxiv.org/abs/2502.12135,no,
"Gain from Neighbors: Boosting Model Robustness in the Wild via Adversarial Perturbations Toward Neighboring Classes",https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_Gain_from_Neighbors_Boosting_Model_Robustness_in_the_Wild_via_CVPR_2025_paper.pdf,,no,
"Enhancing Video-LLM Reasoning via Agent-of-Thoughts Distillation",https://openaccess.thecvf.com/content/CVPR2025/papers/Shi_Enhancing_Video-LLM_Reasoning_via_Agent-of-Thoughts_Distillation_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.01694,no,
"De^2Gaze: Deformable and Decoupled Representation Learning for 3D Gaze Estimation",https://openaccess.thecvf.com/content/CVPR2025/papers/Xiao_De2Gaze_Deformable_and_Decoupled_Representation_Learning_for_3D_Gaze_Estimation_CVPR_2025_paper.pdf,,no,
"ReCapture: Generative Video Camera Controls for User-Provided Videos using Masked Video Fine-Tuning",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_ReCapture_Generative_Video_Camera_Controls_for_User-Provided_Videos_using_Masked_CVPR_2025_paper.pdf,http://arxiv.org/abs/2411.05003,no,
"M^3-VOS: Multi-Phase; Multi-Transition; and Multi-Scenery Video Object Segmentation",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_M3-VOS_Multi-Phase_Multi-Transition_and_Multi-Scenery_Video_Object_Segmentation_CVPR_2025_paper.pdf,,maybe,
"Self-Expansion of Pre-trained Models with Mixture of Adapters for Continual Learning",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_Self-Expansion_of_Pre-trained_Models_with_Mixture_of_Adapters_for_Continual_CVPR_2025_paper.pdf,http://arxiv.org/abs/2403.18886,yes,https://github.com/huiyiwang01/SEMA-CL
"Dual Prompting Image Restoration with Diffusion Transformers",https://openaccess.thecvf.com/content/CVPR2025/papers/Kong_Dual_Prompting_Image_Restoration_with_Diffusion_Transformers_CVPR_2025_paper.pdf,http://arxiv.org/abs/2504.17825,no,
"Brain-Inspired Spiking Neural Networks for Energy-Efficient Object Detection",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_Brain-Inspired_Spiking_Neural_Networks_for_Energy-Efficient_Object_Detection_CVPR_2025_paper.pdf,,no,
"Medusa: A Multi-Scale High-order Contrastive Dual-Diffusion Approach for Multi-View Clustering",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_Medusa_A_Multi-Scale_High-order_Contrastive_Dual-Diffusion_Approach_for_Multi-View_Clustering_CVPR_2025_paper.pdf,,no,
"MambaOut: Do We Really Need Mamba for Vision?",https://openaccess.thecvf.com/content/CVPR2025/papers/Yu_MambaOut_Do_We_Really_Need_Mamba_for_Vision_CVPR_2025_paper.pdf,http://arxiv.org/abs/2405.07992,yes,https://github.com/yuweihao/MambaOut
"Everything to the Synthetic: Diffusion-driven Test-time Adaptation via Synthetic-Domain Alignment",https://openaccess.thecvf.com/content/CVPR2025/papers/Guo_Everything_to_the_Synthetic_Diffusion-driven_Test-time_Adaptation_via_Synthetic-Domain_Alignment_CVPR_2025_paper.pdf,http://arxiv.org/abs/2406.04295,yes,https://github.com/SHI-Labs/Diffusion-Driven-Test-Time-Adaptation-via-Synthetic-Domain-Alignment
"Multi-Granularity Class Prototype Topology Distillation for Class-Incremental Source-Free Unsupervised Domain Adaptation",https://openaccess.thecvf.com/content/CVPR2025/papers/Deng_Multi-Granularity_Class_Prototype_Topology_Distillation_for_Class-Incremental_Source-Free_Unsupervised_Domain_CVPR_2025_paper.pdf,http://arxiv.org/abs/2411.16064,yes,https://github.com/dengpeihua/GROTO
"DepthCues: Evaluating Monocular Depth Perception in Large Vision Models",https://openaccess.thecvf.com/content/CVPR2025/papers/Danier_DepthCues_Evaluating_Monocular_Depth_Perception_in_Large_Vision_Models_CVPR_2025_paper.pdf,,no,
"A Polarization-Aided Transformer for Image Deblurring via Motion Vector Decomposition",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_A_Polarization-Aided_Transformer_for_Image_Deblurring_via_Motion_Vector_Decomposition_CVPR_2025_paper.pdf,,no,
"SpecTRe-GS: Modeling Highly Specular Surfaces with Reflected Nearby Objects by Tracing Rays in 3D Gaussian Splatting",https://openaccess.thecvf.com/content/CVPR2025/papers/Tang_SpecTRe-GS_Modeling_Highly_Specular_Surfaces_with_Reflected_Nearby_Objects_by_CVPR_2025_paper.pdf,,no,
"Seurat: From Moving Points to Depth",https://openaccess.thecvf.com/content/CVPR2025/papers/Cho_Seurat_From_Moving_Points_to_Depth_CVPR_2025_paper.pdf,http://arxiv.org/abs/2504.14687,no,
"AuraFusion360: Augmented Unseen Region Alignment for Reference-based 360deg Unbounded Scene Inpainting",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_AuraFusion360_Augmented_Unseen_Region_Alignment_for_Reference-based_360deg_Unbounded_Scene_CVPR_2025_paper.pdf,,no,
"Language-Guided Image Tokenization for Generation",https://openaccess.thecvf.com/content/CVPR2025/papers/Zha_Language-Guided_Image_Tokenization_for_Generation_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.05796,no,
"Img-Diff: Contrastive Data Synthesis for Multimodal Large Language Models",https://openaccess.thecvf.com/content/CVPR2025/papers/Jiao_Img-Diff_Contrastive_Data_Synthesis_for_Multimodal_Large_Language_Models_CVPR_2025_paper.pdf,,maybe,
"CocoER: Aligning Multi-Level Feature by  Competition and Coordination for Emotion Recognition",https://openaccess.thecvf.com/content/CVPR2025/papers/Shen_CocoER_Aligning_Multi-Level_Feature_by__Competition_and_Coordination_for_CVPR_2025_paper.pdf,,no,
"Hyperbolic Uncertainty-Aware Few-Shot Incremental Point Cloud Segmentation",https://openaccess.thecvf.com/content/CVPR2025/papers/Sur_Hyperbolic_Uncertainty-Aware_Few-Shot_Incremental_Point_Cloud_Segmentation_CVPR_2025_paper.pdf,,no,
"Enhancing Creative Generation on Stable Diffusion-based Models",https://openaccess.thecvf.com/content/CVPR2025/papers/Han_Enhancing_Creative_Generation_on_Stable_Diffusion-based_Models_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.23538,maybe,
"The Devil is in the Prompts: Retrieval-Augmented Prompt Optimization for Text-to-Video Generation",https://openaccess.thecvf.com/content/CVPR2025/papers/Gao_The_Devil_is_in_the_Prompts_Retrieval-Augmented_Prompt_Optimization_for_CVPR_2025_paper.pdf,http://arxiv.org/abs/2504.11739,no,
"Denoising Functional Maps: Diffusion Models for Shape Correspondence",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhuravlev_Denoising_Functional_Maps_Diffusion_Models_for_Shape_Correspondence_CVPR_2025_paper.pdf,,no,
"ProReflow: Progressive Reflow with Decomposed Velocity",https://openaccess.thecvf.com/content/CVPR2025/papers/Ke_ProReflow_Progressive_Reflow_with_Decomposed_Velocity_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.04824,maybe,
"DnLUT: Ultra-Efficient Color Image Denoising via Channel-Aware Lookup Tables",https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_DnLUT_Ultra-Efficient_Color_Image_Denoising_via_Channel-Aware_Lookup_Tables_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.15931,yes,https://github.com/Stephen0808/DnLUT
"Devil is in the Detail: Towards Injecting Fine Details of Image Prompt in Image Generation via Conflict-free Guidance and Stratified Attention",https://openaccess.thecvf.com/content/CVPR2025/papers/Jo_Devil_is_in_the_Detail_Towards_Injecting_Fine_Details_of_CVPR_2025_paper.pdf,,no,
"D^3-Human: Dynamic Disentangled Digital Human from Monocular Video",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_D3-Human_Dynamic_Disentangled_Digital_Human_from_Monocular_Video_CVPR_2025_paper.pdf,,no,
"BiM-VFI: Bidirectional Motion Field-Guided Frame Interpolation for Video with Non-uniform Motions",https://openaccess.thecvf.com/content/CVPR2025/papers/Seo_BiM-VFI_Bidirectional_Motion_Field-Guided_Frame_Interpolation_for_Video_with_Non-uniform_CVPR_2025_paper.pdf,,no,
"Curriculum Coarse-to-Fine Selection for High-IPC Dataset Distillation",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_Curriculum_Coarse-to-Fine_Selection_for_High-IPC_Dataset_Distillation_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.18872,yes,https://github.com/CYDaaa30/CCFS
"BADGR: Bundle Adjustment Diffusion Conditioned by Gradients for Wide-Baseline Floor Plan Reconstruction",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_BADGR_Bundle_Adjustment_Diffusion_Conditioned_by_Gradients_for_Wide-Baseline_Floor_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.19340,no,
"Three Cars Approaching within 100m! Enhancing Distant Geometry by Tri-Axis Voxel Scanning for Camera-based Semantic Scene Completion",https://openaccess.thecvf.com/content/CVPR2025/papers/Bae_Three_Cars_Approaching_within_100m_Enhancing_Distant_Geometry_by_Tri-Axis_CVPR_2025_paper.pdf,http://arxiv.org/abs/2411.16129,no,
"MetaShadow: Object-Centered Shadow Detection; Removal; and Synthesis",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_MetaShadow_Object-Centered_Shadow_Detection_Removal_and_Synthesis_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.02635,no,
"TANGO: Training-free Embodied AI Agents for Open-world Tasks",https://openaccess.thecvf.com/content/CVPR2025/papers/Ziliotto_TANGO_Training-free_Embodied_AI_Agents_for_Open-world_Tasks_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.10402,no,
"SATA: Spatial Autocorrelation Token Analysis for Enhancing the Robustness of Vision Transformers",https://openaccess.thecvf.com/content/CVPR2025/papers/Nikzad_SATA_Spatial_Autocorrelation_Token_Analysis_for_Enhancing_the_Robustness_of_CVPR_2025_paper.pdf,http://arxiv.org/abs/2409.19850,yes,https://github.com/nick-nikzad/SATA
"DViN: Dynamic Visual Routing Network for Weakly Supervised Referring Expression Comprehension",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_DViN_Dynamic_Visual_Routing_Network_for_Weakly_Supervised_Referring_Expression_CVPR_2025_paper.pdf,,maybe,
"Nested Diffusion Models Using Hierarchical Latent Priors",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Nested_Diffusion_Models_Using_Hierarchical_Latent_Priors_CVPR_2025_paper.pdf,http://arxiv.org/abs/2412.05984,no,
"A Theory of Learning Unified Model via Knowledge Integration from Label Space Varying Domains",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_A_Theory_of_Learning_Unified_Model_via_Knowledge_Integration_from_CVPR_2025_paper.pdf,,no,
"HiLoTs: High-Low Temporal Sensitive Representation Learning for Semi-Supervised LiDAR Segmentation in Autonomous Driving",https://openaccess.thecvf.com/content/CVPR2025/papers/Lin_HiLoTs_High-Low_Temporal_Sensitive_Representation_Learning_for_Semi-Supervised_LiDAR_Segmentation_CVPR_2025_paper.pdf,http://arxiv.org/abs/2503.17752,yes,https://github.com/rdlin118/HiLoTs
"Spiking Transformer with Spatial-Temporal Attention",https://openaccess.thecvf.com/content/CVPR2025/papers/Lee_Spiking_Transformer_with_Spatial-Temporal_Attention_CVPR_2025_paper.pdf,http://arxiv.org/abs/2409.19764,yes,https://github.com/Intelligent-Computing-Lab-Yale/STAtten
"Perceptual Video Compression with Neural Wrapping",https://openaccess.thecvf.com/content/CVPR2025/papers/Khan_Perceptual_Video_Compression_with_Neural_Wrapping_CVPR_2025_paper.pdf,,maybe,
"ViKIENet: Towards Efficient 3D Object Detection with Virtual Key Instance Enhanced Network",https://openaccess.thecvf.com/content/CVPR2025/papers/Yu_ViKIENet_Towards_Efficient_3D_Object_Detection_with_Virtual_Key_Instance_CVPR_2025_paper.pdf,,no,
