title,pdf_url,arxiv_url,code_available,code_url
"Outlier-Aware Post-Training Quantization for Image Super-Resolution",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Outlier-Aware_Post-Training_Quantization_for_Image_Super-Resolution_ICCV_2025_paper.pdf,,no,
"Equipping Vision Foundation Model with Mixture of Experts for Out-of-Distribution Detection",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhao_Equipping_Vision_Foundation_Model_with_Mixture_of_Experts_for_Out-of-Distribution_ICCV_2025_paper.pdf,http://arxiv.org/abs/2510.10584,no,
"The Curse of Conditions: Analyzing and Improving Optimal Transport for Conditional Flow-Based Generation",https://openaccess.thecvf.com/content/ICCV2025/papers/Cheng_The_Curse_of_Conditions_Analyzing_and_Improving_Optimal_Transport_for_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.10636,maybe,
"BlinkTrack: Feature Tracking over 80 FPS via Events and Images",https://openaccess.thecvf.com/content/ICCV2025/papers/Shen_BlinkTrack_Feature_Tracking_over_80_FPS_via_Events_and_Images_ICCV_2025_paper.pdf,http://arxiv.org/abs/2409.17981,yes,https://github.com/ColieShen/BlinkTrack
"Less is More: Improving Motion Diffusion Models with Sparse Keyframes",https://openaccess.thecvf.com/content/ICCV2025/papers/Bae_Less_is_More_Improving_Motion_Diffusion_Models_with_Sparse_Keyframes_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.13859,no,
"CAVIS: Context-Aware Video Instance Segmentation",https://openaccess.thecvf.com/content/ICCV2025/papers/Lee_CAVIS_Context-Aware_Video_Instance_Segmentation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2407.03010,yes,https://github.com/Seung-Hun-Lee/CAVIS
"LeanVAE: An Ultra-Efficient Reconstruction VAE for Video Diffusion Models",https://openaccess.thecvf.com/content/ICCV2025/papers/Cheng_LeanVAE_An_Ultra-Efficient_Reconstruction_VAE_for_Video_Diffusion_Models_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.14325,yes,https://github.com/westlake-repl/LeanVAE
"Monocular Semantic Scene Completion via Masked Recurrent Networks",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Monocular_Semantic_Scene_Completion_via_Masked_Recurrent_Networks_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.17661,yes,https://github.com/alanWXZ/MonoMRN
"TurboReg: TurboClique for Robust and Efficient Point Cloud Registration",https://openaccess.thecvf.com/content/ICCV2025/papers/Yan_TurboReg_TurboClique_for_Robust_and_Efficient_Point_Cloud_Registration_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.01439,yes,https://github.com/Laka-3DV/TurboReg
"AR-VRM: Imitating Human Motions for Visual Robot Manipulation with Analogical Reasoning",https://openaccess.thecvf.com/content/ICCV2025/papers/Yang_AR-VRM_Imitating_Human_Motions_for_Visual_Robot_Manipulation_with_Analogical_ICCV_2025_paper.pdf,,yes,https://github.com/idejie/ar
"Self-Calibrated Variance-Stabilizing Transformations for Real-World Image Denoising",https://openaccess.thecvf.com/content/ICCV2025/papers/Herbreteau_Self-Calibrated_Variance-Stabilizing_Transformations_for_Real-World_Image_Denoising_ICCV_2025_paper.pdf,http://arxiv.org/abs/2407.17399,no,
"HccePose(BF): Predicting Front & Back Surfaces to Construct Ultra-Dense 2D-3D Correspondences for Pose Estimation",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_HccePoseBF_Predicting_Front__Back_Surfaces_to_Construct_Ultra-Dense_2D-3D_ICCV_2025_paper.pdf,http://arxiv.org/abs/2510.10177,yes,https://github.com/WangYuLin-SEU/HCCEPose
"Find Any Part in 3D",https://openaccess.thecvf.com/content/ICCV2025/papers/Ma_Find_Any_Part_in_3D_ICCV_2025_paper.pdf,http://arxiv.org/abs/2411.13550,no,
"CompleteMe: Reference-based Human Image Completion",https://openaccess.thecvf.com/content/ICCV2025/papers/Tsai_CompleteMe_Reference-based_Human_Image_Completion_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.20042,no,
"MMOne: Representing Multiple Modalities in One Scene",https://openaccess.thecvf.com/content/ICCV2025/papers/Gu_MMOne_Representing_Multiple_Modalities_in_One_Scene_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.11129,yes,https://github.com/Neal2020GitHub/MMOne
"VA-MoE: Variables-Adaptive Mixture of Experts for Incremental Weather Forecasting",https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_VA-MoE_Variables-Adaptive_Mixture_of_Experts_for_Incremental_Weather_Forecasting_ICCV_2025_paper.pdf,,yes,https://github.com/chenhao-zju/VAMoE
"2HandedAfforder: Learning Precise Actionable Bimanual Affordances from Human Videos",https://openaccess.thecvf.com/content/ICCV2025/papers/Heidinger_2HandedAfforder_Learning_Precise_Actionable_Bimanual_Affordances_from_Human_Videos_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.09320,no,
"GenDoP: Auto-regressive Camera Trajectory Generation as a Director of Photography",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_GenDoP_Auto-regressive_Camera_Trajectory_Generation_as_a_Director_of_Photography_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.07083,no,
"Latent Swap Joint Diffusion for 2D Long-Form Latent Generation",https://openaccess.thecvf.com/content/ICCV2025/papers/Dai_Latent_Swap_Joint_Diffusion_for_2D_Long-Form_Latent_Generation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2502.05130,no,
"Neural Inverse Rendering for High-Accuracy 3D Measurement of Moving Objects with Fewer Phase-Shifting Patterns",https://openaccess.thecvf.com/content/ICCV2025/papers/Urakawa_Neural_Inverse_Rendering_for_High-Accuracy_3D_Measurement_of_Moving_Objects_ICCV_2025_paper.pdf,,no,
"Embodied Navigation with Auxiliary Task of Action Description Prediction",https://openaccess.thecvf.com/content/ICCV2025/papers/Kondoh_Embodied_Navigation_with_Auxiliary_Task_of_Action_Description_Prediction_ICCV_2025_paper.pdf,,no,
"Taming the Untamed: Graph-Based Knowledge Retrieval and Reasoning for MLLMs to Conquer the Unknown",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Taming_the_Untamed_Graph-Based_Knowledge_Retrieval_and_Reasoning_for_MLLMs_ICCV_2025_paper.pdf,http://arxiv.org/abs/2506.17589,no,
"From Image to Video: An Empirical Study of Diffusion Representations",https://openaccess.thecvf.com/content/ICCV2025/papers/Velez_From_Image_to_Video_An_Empirical_Study_of_Diffusion_Representations_ICCV_2025_paper.pdf,,no,
"Diffusion Curriculum: Synthetic-to-Real Data Curriculum via Image-Guided Diffusion",https://openaccess.thecvf.com/content/ICCV2025/papers/Liang_Diffusion_Curriculum_Synthetic-to-Real_Data_Curriculum_via_Image-Guided_Diffusion_ICCV_2025_paper.pdf,http://arxiv.org/abs/2410.13674,yes,http://github.com/tianyi-lab/DisCL
"Dynamic-VLM: Simple Dynamic Visual Token Compression for VideoLLM",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Dynamic-VLM_Simple_Dynamic_Visual_Token_Compression_for_VideoLLM_ICCV_2025_paper.pdf,,no,
"CCL-LGS: Contrastive Codebook Learning for 3D Language Gaussian Splatting",https://openaccess.thecvf.com/content/ICCV2025/papers/Tian_CCL-LGS_Contrastive_Codebook_Learning_for_3D_Language_Gaussian_Splatting_ICCV_2025_paper.pdf,,no,
"TRACE: Learning 3D Gaussian Physical Dynamics from Multi-view Videos",https://openaccess.thecvf.com/content/ICCV2025/papers/Li_TRACE_Learning_3D_Gaussian_Physical_Dynamics_from_Multi-view_Videos_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.09811,yes,https://github.com/vLAR-group/TRACE
"Two Losses; One Goal: Balancing Conflict Gradients for Semi-supervised Semantic Segmentation",https://openaccess.thecvf.com/content/ICCV2025/papers/Sun_Two_Losses_One_Goal_Balancing_Conflict_Gradients_for_Semi-supervised_Semantic_ICCV_2025_paper.pdf,,no,
"FreeCus: Free Lunch Subject-driven Customization in Diffusion Transformers",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_FreeCus_Free_Lunch_Subject-driven_Customization_in_Diffusion_Transformers_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.15249,yes,https://github.com/Monalissaa/FreeCus
"Trokens: Semantic-Aware Relational Trajectory Tokens for Few-Shot Action Recognition",https://openaccess.thecvf.com/content/ICCV2025/papers/Kumar_Trokens_Semantic-Aware_Relational_Trajectory_Tokens_for_Few-Shot_Action_Recognition_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.03695,no,
"MotionStreamer: Streaming Motion Generation via Diffusion-based Autoregressive Model in Causal Latent Space",https://openaccess.thecvf.com/content/ICCV2025/papers/Xiao_MotionStreamer_Streaming_Motion_Generation_via_Diffusion-based_Autoregressive_Model_in_Causal_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.15451,no,
"RS-vHeat: Heat Conduction Guided Efficient Remote Sensing Foundation Model",https://openaccess.thecvf.com/content/ICCV2025/papers/Hu_RS-vHeat_Heat_Conduction_Guided_Efficient_Remote_Sensing_Foundation_Model_ICCV_2025_paper.pdf,,no,
"EA-Vit: Efficient Adaptation for Elastic Vision Transformer",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhu_EA-Vit_Efficient_Adaptation_for_Elastic_Vision_Transformer_ICCV_2025_paper.pdf,,yes,https://github.com/zcxcf/EA-ViT
"Aether: Geometric-Aware Unified World Modeling",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhu_Aether_Geometric-Aware_Unified_World_Modeling_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.18945,no,
"ArtEditor: Learning Customized Instructional Image Editor from Few-Shot Examples",https://openaccess.thecvf.com/content/ICCV2025/papers/Huang_ArtEditor_Learning_Customized_Instructional_Image_Editor_from_Few-Shot_Examples_ICCV_2025_paper.pdf,,no,
"LiON-LoRA: Rethinking LoRA Fusion to Unify Controllable Spatial and Temporal Generation for Video Diffusion",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_LiON-LoRA_Rethinking_LoRA_Fusion_to_Unify_Controllable_Spatial_and_Temporal_ICCV_2025_paper.pdf,,no,
"VLIPP: Towards Physically Plausible Video Generation with Vision and Language Informed Physical Prior",https://openaccess.thecvf.com/content/ICCV2025/papers/Yang_VLIPP_Towards_Physically_Plausible_Video_Generation_with_Vision_and_Language_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.23368,maybe,
"SAM4D: Segment Anything in Camera and LiDAR Streams",https://openaccess.thecvf.com/content/ICCV2025/papers/Xu_SAM4D_Segment_Anything_in_Camera_and_LiDAR_Streams_ICCV_2025_paper.pdf,http://arxiv.org/abs/2506.21547,no,
"DreamRelation: Relation-Centric Video Customization",https://openaccess.thecvf.com/content/ICCV2025/papers/Wei_DreamRelation_Relation-Centric_Video_Customization_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.07602,no,
"DropletVideo: A Dataset and Approach to Explore Integral Spatio-Temporal Consistent Video Generation",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_DropletVideo_A_Dataset_and_Approach_to_Explore_Integral_Spatio-Temporal_Consistent_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.06053,maybe,
"TAB: Transformer Attention Bottlenecks enable User Intervention and Debugging in Vision-Language Models",https://openaccess.thecvf.com/content/ICCV2025/papers/Rahmanzadehgervi_TAB_Transformer_Attention_Bottlenecks_enable_User_Intervention_and_Debugging_in_ICCV_2025_paper.pdf,http://arxiv.org/abs/2412.18675,no,
"Towards Stabilized and Efficient Diffusion Transformers through Long-Skip-Connections with Spectral Constraints",https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_Towards_Stabilized_and_Efficient_Diffusion_Transformers_through_Long-Skip-Connections_with_Spectral_ICCV_2025_paper.pdf,http://arxiv.org/abs/2411.17616,yes,https://github.com/OpenSparseLLMs/Skip-DiT
"Feature Extraction and Representation of Pre-training Point Cloud Based on Diffusion Models",https://openaccess.thecvf.com/content/ICCV2025/papers/Qiu_Feature_Extraction_and_Representation_of_Pre-training_Point_Cloud_Based_on_ICCV_2025_paper.pdf,,no,
"FLOAT: Generative Motion Latent Flow Matching for Audio-driven Talking Portrait",https://openaccess.thecvf.com/content/ICCV2025/papers/Ki_FLOAT_Generative_Motion_Latent_Flow_Matching_for_Audio-driven_Talking_Portrait_ICCV_2025_paper.pdf,http://arxiv.org/abs/2412.01064,no,
"Membership Inference Attacks with False Discovery Rate Control",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhao_Membership_Inference_Attacks_with_False_Discovery_Rate_Control_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.07066,no,
"EmbodiedSplat: Personalized Real-to-Sim-to-Real Navigation with Gaussian Splats from a Mobile Device",https://openaccess.thecvf.com/content/ICCV2025/papers/Chhablani_EmbodiedSplat_Personalized_Real-to-Sim-to-Real_Navigation_with_Gaussian_Splats_from_a_Mobile_ICCV_2025_paper.pdf,http://arxiv.org/abs/2509.17430,no,
"Sequential keypoint density estimator: an overlooked baseline of skeleton-based video anomaly detection",https://openaccess.thecvf.com/content/ICCV2025/papers/Delic_Sequential_keypoint_density_estimator_an_overlooked_baseline_of_skeleton-based_video_ICCV_2025_paper.pdf,,no,
"SynCity: Training-Free Generation of 3D Worlds",https://openaccess.thecvf.com/content/ICCV2025/papers/Engstler_SynCity_Training-Free_Generation_of_3D_Worlds_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.16420,no,
"Resonance: Learning to Predict Social-Aware Pedestrian Trajectories as Co-Vibrations",https://openaccess.thecvf.com/content/ICCV2025/papers/Wong_Resonance_Learning_to_Predict_Social-Aware_Pedestrian_Trajectories_as_Co-Vibrations_ICCV_2025_paper.pdf,http://arxiv.org/abs/2412.02447,no,
"Adversarial Training for Probabilistic Robustness",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_Adversarial_Training_for_Probabilistic_Robustness_ICCV_2025_paper.pdf,,maybe,
"MUNBa: Machine Unlearning via Nash Bargaining",https://openaccess.thecvf.com/content/ICCV2025/papers/Wu_MUNBa_Machine_Unlearning_via_Nash_Bargaining_ICCV_2025_paper.pdf,http://arxiv.org/abs/2411.15537,no,
"DLF: Extreme Image Compression with Dual-generative Latent Fusion",https://openaccess.thecvf.com/content/ICCV2025/papers/Xue_DLF_Extreme_Image_Compression_with_Dual-generative_Latent_Fusion_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.01428,maybe,
"PanoLlama: Generating Endless and Coherent Panoramas with Next-Token-Prediction LLMs",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhou_PanoLlama_Generating_Endless_and_Coherent_Panoramas_with_Next-Token-Prediction_LLMs_ICCV_2025_paper.pdf,http://arxiv.org/abs/2411.15867,yes,https://github.com/0606zt/PanoLlama
"Leaps and Bounds: An Improved Point Cloud Winding Number Formulation for Fast Normal Estimation and Surface Reconstruction",https://openaccess.thecvf.com/content/ICCV2025/papers/Koneputugodage_Leaps_and_Bounds_An_Improved_Point_Cloud_Winding_Number_Formulation_ICCV_2025_paper.pdf,,no,
"VQ-SGen: A Vector Quantized Stroke Representation for Creative Sketch Generation",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_VQ-SGen_A_Vector_Quantized_Stroke_Representation_for_Creative_Sketch_Generation_ICCV_2025_paper.pdf,,no,
"Cross-Category Subjectivity Generalization for Style-Adaptive Sketch Re-ID",https://openaccess.thecvf.com/content/ICCV2025/papers/Hu_Cross-Category_Subjectivity_Generalization_for_Style-Adaptive_Sketch_Re-ID_ICCV_2025_paper.pdf,,no,
"VolumetricSMPL: A Neural Volumetric Body Model for Efficient Interactions; Contacts; and Collisions",https://openaccess.thecvf.com/content/ICCV2025/papers/Mihajlovic_VolumetricSMPL_A_Neural_Volumetric_Body_Model_for_Efficient_Interactions_Contacts_ICCV_2025_paper.pdf,http://arxiv.org/abs/2506.23236,no,
"Spatial-Temporal Forgery Trace based Forgery Image Identification",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Spatial-Temporal_Forgery_Trace_based_Forgery_Image_Identification_ICCV_2025_paper.pdf,,maybe,
"Passing the Driving Knowledge Test",https://openaccess.thecvf.com/content/ICCV2025/papers/Wei_Passing_the_Driving_Knowledge_Test_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.21824,maybe,
"OneGT: One-Shot Geometry-Texture Neural Rendering for Head Avatars",https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_OneGT_One-Shot_Geometry-Texture_Neural_Rendering_for_Head_Avatars_ICCV_2025_paper.pdf,,no,
"Joint Asymmetric Loss for Learning with Noisy Labels",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_Joint_Asymmetric_Loss_for_Learning_with_Noisy_Labels_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.17692,yes,https://github.com/cswjl/joint-asymmetric-loss
"A Unified Framework for Industrial Cel-Animation Colorization with Temporal-Structural Awareness",https://openaccess.thecvf.com/content/ICCV2025/papers/Feng_A_Unified_Framework_for_Industrial_Cel-Animation_Colorization_with_Temporal-Structural_Awareness_ICCV_2025_paper.pdf,,no,
"Uncalibrated Structure from Motion on a Sphere",https://openaccess.thecvf.com/content/ICCV2025/papers/Ventura_Uncalibrated_Structure_from_Motion_on_a_Sphere_ICCV_2025_paper.pdf,,yes,https://github.com/jonathanventura/spherical-sfm
"CARL: Causality-guided Architecture Representation Learning for an Interpretable Performance Predictor",https://openaccess.thecvf.com/content/ICCV2025/papers/Ji_CARL_Causality-guided_Architecture_Representation_Learning_for_an_Interpretable_Performance_Predictor_ICCV_2025_paper.pdf,http://arxiv.org/abs/2506.04001,no,
"An OpenMind for 3D Medical Vision Self-supervised Learning",https://openaccess.thecvf.com/content/ICCV2025/papers/Wald_An_OpenMind_for_3D_Medical_Vision_Self-supervised_Learning_ICCV_2025_paper.pdf,http://arxiv.org/abs/2412.17041,yes,https://github.com/MIC-DKFZ/nnssl
"Online Dense Point Tracking with Streaming Memory",https://openaccess.thecvf.com/content/ICCV2025/papers/Dong_Online_Dense_Point_Tracking_with_Streaming_Memory_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.06471,maybe,
"MCID: Multi-aspect Copyright Infringement Detection for Generated Images",https://openaccess.thecvf.com/content/ICCV2025/papers/Huang_MCID_Multi-aspect_Copyright_Infringement_Detection_for_Generated_Images_ICCV_2025_paper.pdf,,no,
"Any2AnyTryon: Leveraging Adaptive Position Embeddings for Versatile Virtual Clothing Tasks",https://openaccess.thecvf.com/content/ICCV2025/papers/Guo_Any2AnyTryon_Leveraging_Adaptive_Position_Embeddings_for_Versatile_Virtual_Clothing_Tasks_ICCV_2025_paper.pdf,http://arxiv.org/abs/2501.15891,maybe,
"STEP-DETR: Advancing DETR-based Semi-Supervised Object Detection with Super Teacher and Pseudo-Label Guided Text Queries",https://openaccess.thecvf.com/content/ICCV2025/papers/Shehzadi_STEP-DETR_Advancing_DETR-based_Semi-Supervised_Object_Detection_with_Super_Teacher_and_ICCV_2025_paper.pdf,,no,
"DISTA-Net: Dynamic Closely-Spaced Infrared Small Target Unmixing",https://openaccess.thecvf.com/content/ICCV2025/papers/Han_DISTA-Net_Dynamic_Closely-Spaced_Infrared_Small_Target_Unmixing_ICCV_2025_paper.pdf,,yes,https://github.com/GrokCV/GrokCSO
"MDD: A Dataset for Text-and-Music Conditioned Duet Dance Generation",https://openaccess.thecvf.com/content/ICCV2025/papers/Gupta_MDD_A_Dataset_for_Text-and-Music_Conditioned_Duet_Dance_Generation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.16911,no,
"Met2Net: A Decoupled Two-Stage Spatio-Temporal Forecasting Model for Complex Meteorological Systems",https://openaccess.thecvf.com/content/ICCV2025/papers/Li_Met2Net_A_Decoupled_Two-Stage_Spatio-Temporal_Forecasting_Model_for_Complex_Meteorological_ICCV_2025_paper.pdf,,maybe,
"SVG-Head: Hybrid Surface-Volumetric Gaussians for High-Fidelity Head Reconstruction and Real-Time Editing",https://openaccess.thecvf.com/content/ICCV2025/papers/Sun_SVG-Head_Hybrid_Surface-Volumetric_Gaussians_for_High-Fidelity_Head_Reconstruction_and_Real-Time_ICCV_2025_paper.pdf,,no,
"Dynamic Dictionary Learning for Remote Sensing Image Segmentation",https://openaccess.thecvf.com/content/ICCV2025/papers/Zou_Dynamic_Dictionary_Learning_for_Remote_Sensing_Image_Segmentation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.06683,yes,https://github.com/XavierJiezou/D2LS
"Video Motion Graphs",https://openaccess.thecvf.com/content/ICCV2025/papers/Liu_Video_Motion_Graphs_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.20218,maybe,
"Ask and Remember: A Questions-Only Replay Strategy for Continual Visual Question Answering",https://openaccess.thecvf.com/content/ICCV2025/papers/Marouf_Ask_and_Remember_A_Questions-Only_Replay_Strategy_for_Continual_Visual_ICCV_2025_paper.pdf,,no,
"Dense Policy: Bidirectional Autoregressive Learning of Actions",https://openaccess.thecvf.com/content/ICCV2025/papers/Su_Dense_Policy_Bidirectional_Autoregressive_Learning_of_Actions_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.13217,maybe,
"Conditional Visual Autoregressive Modeling for Pathological Image Restoration",https://openaccess.thecvf.com/content/ICCV2025/papers/Liu_Conditional_Visual_Autoregressive_Modeling_for_Pathological_Image_Restoration_ICCV_2025_paper.pdf,,no,
"BlueNeg: A 35mm Negative Film Dataset for Restoring Channel-Heterogeneous Deterioration",https://openaccess.thecvf.com/content/ICCV2025/papers/Liu_BlueNeg_A_35mm_Negative_Film_Dataset_for_Restoring_Channel-Heterogeneous_Deterioration_ICCV_2025_paper.pdf,,yes,https://huggingface.co/datasets/ttgroup/blueneg-release
"egoPPG: Heart Rate Estimation from Eye-Tracking Cameras in Egocentric Systems to Benefit Downstream Vision Tasks",https://openaccess.thecvf.com/content/ICCV2025/papers/Braun_egoPPG_Heart_Rate_Estimation_from_Eye-Tracking_Cameras_in_Egocentric_Systems_ICCV_2025_paper.pdf,http://arxiv.org/abs/2502.20879,maybe,
"Beyond Pixel Uncertainty: Bounding the OoD Objects in Road Scenes",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhu_Beyond_Pixel_Uncertainty_Bounding_the_OoD_Objects_in_Road_Scenes_ICCV_2025_paper.pdf,,yes,https://github.com/huachao0124/DetSeg-official
"Gain-MLP: Improving HDR Gain Map Encoding via a Lightweight MLP",https://openaccess.thecvf.com/content/ICCV2025/papers/Canham_Gain-MLP_Improving_HDR_Gain_Map_Encoding_via_a_Lightweight_MLP_ICCV_2025_paper.pdf,,no,
"MaterialMVP: Illumination-Invariant Material Generation via Multi-view PBR Diffusion",https://openaccess.thecvf.com/content/ICCV2025/papers/He_MaterialMVP_Illumination-Invariant_Material_Generation_via_Multi-view_PBR_Diffusion_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.10289,maybe,
"Learning to See in the Extremely Dark",https://openaccess.thecvf.com/content/ICCV2025/papers/Jiang_Learning_to_See_in_the_Extremely_Dark_ICCV_2025_paper.pdf,http://arxiv.org/abs/2506.21132,yes,https://github.com/JianghaiSCU/SIED
"StyleMotif: Multi-Modal Motion Stylization using Style-Content Cross Fusion",https://openaccess.thecvf.com/content/ICCV2025/papers/Guo_StyleMotif_Multi-Modal_Motion_Stylization_using_Style-Content_Cross_Fusion_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.21775,no,
"SpecGuard: Spectral Projection-based Advanced Invisible Watermarking",https://openaccess.thecvf.com/content/ICCV2025/papers/Alam_SpecGuard_Spectral_Projection-based_Advanced_Invisible_Watermarking_ICCV_2025_paper.pdf,http://arxiv.org/abs/2510.07302,yes,https://github.com/inzamamulDU/SpecGuard_ICCV_2025
"Scaling Laws for Native Multimodal Models",https://openaccess.thecvf.com/content/ICCV2025/papers/Shukor_Scaling_Laws_for_Native_Multimodal_Models_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.07951,no,
"Bridging Diffusion Models and 3D Representations: A 3D Consistent Super-Resolution Framework",https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_Bridging_Diffusion_Models_and_3D_Representations_A_3D_Consistent_Super-Resolution_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.04090,maybe,
"MagicID: Hybrid Preference Optimization for ID-Consistent and Dynamic-Preserved Video Customization",https://openaccess.thecvf.com/content/ICCV2025/papers/Li_MagicID_Hybrid_Preference_Optimization_for_ID-Consistent_and_Dynamic-Preserved_Video_Customization_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.12689,no,
"LookOut: Real-World Humanoid Egocentric Navigation",https://openaccess.thecvf.com/content/ICCV2025/papers/Pan_LookOut_Real-World_Humanoid_Egocentric_Navigation_ICCV_2025_paper.pdf,,no,
"Lightweight Gradient-Aware Upscaling of 3D Gaussian Splatting Images",https://openaccess.thecvf.com/content/ICCV2025/papers/Niedermayr_Lightweight_Gradient-Aware_Upscaling_of_3D_Gaussian_Splatting_Images_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.14171,no,
"Motion-2-to-3: Leveraging 2D Motion Data for 3D Motion Generations",https://openaccess.thecvf.com/content/ICCV2025/papers/Guo_Motion-2-to-3_Leveraging_2D_Motion_Data_for_3D_Motion_Generations_ICCV_2025_paper.pdf,,no,
"Balancing Conservatism and Aggressiveness: Prototype-Affinity Hybrid Network for Few-Shot Segmentation",https://openaccess.thecvf.com/content/ICCV2025/papers/Zou_Balancing_Conservatism_and_Aggressiveness_Prototype-Affinity_Hybrid_Network_for_Few-Shot_Segmentation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.19140,yes,https://github.com/tianyu-zou/PAHNet
"Large Scene Generation with Cube-Absorb Discrete Diffusion",https://openaccess.thecvf.com/content/ICCV2025/papers/Hu_Large_Scene_Generation_with_Cube-Absorb_Discrete_Diffusion_ICCV_2025_paper.pdf,,no,
"Advancing Text-to-3D Generation with Linearized Lookahead Variational Score Distillation",https://openaccess.thecvf.com/content/ICCV2025/papers/Lei_Advancing_Text-to-3D_Generation_with_Linearized_Lookahead_Variational_Score_Distillation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.09748,no,
"MS3D: High-Quality 3D Generation via Multi-Scale Representation Modeling",https://openaccess.thecvf.com/content/ICCV2025/papers/Luo_MS3D_High-Quality_3D_Generation_via_Multi-Scale_Representation_Modeling_ICCV_2025_paper.pdf,,no,
"Memory-Efficient 4-bit Preconditioned Stochastic Optimization",https://openaccess.thecvf.com/content/ICCV2025/papers/Li_Memory-Efficient_4-bit_Preconditioned_Stochastic_Optimization_ICCV_2025_paper.pdf,,no,
"On the Recovery of Cameras from Fundamental Matrices",https://openaccess.thecvf.com/content/ICCV2025/papers/Madhavan_On_the_Recovery_of_Cameras_from_Fundamental_Matrices_ICCV_2025_paper.pdf,,no,
"Not All Frame Features Are Equal: Video-to-4D Generation via Decoupling Dynamic-Static Features",https://openaccess.thecvf.com/content/ICCV2025/papers/Yang_Not_All_Frame_Features_Are_Equal_Video-to-4D_Generation_via_Decoupling_ICCV_2025_paper.pdf,http://arxiv.org/abs/2502.08377,yes,https://github.com/LiyingCV/DS4D
"FedDifRC: Unlocking the Potential of Text-to-Image Diffusion Models in Heterogeneous Federated Learning",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_FedDifRC_Unlocking_the_Potential_of_Text-to-Image_Diffusion_Models_in_Heterogeneous_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.06482,no,
"Vivid4D: Improving 4D Reconstruction from Monocular Video by Video Inpainting",https://openaccess.thecvf.com/content/ICCV2025/papers/Huang_Vivid4D_Improving_4D_Reconstruction_from_Monocular_Video_by_Video_Inpainting_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.11092,no,
