title,pdf_url,arxiv_url,code_available,code_url
"Kineto-Dynamical Planning and Accurate Execution of Minimum-Time Maneuvers on Three-Dimensional Circuits",https://doi.org/10.1109/ICRA55743.2025.11127598,http://arxiv.org/abs/2502.03454v2,no,
"TS-DETR: Traffic Sign Detection Based on Positive and Negative Sample Augmentation",https://doi.org/10.1109/ICRA55743.2025.11128047,,no,
"Towards Transparent Multi-Agent Autonomous Systems Through Principled Multi-Source Knowledge Distillation",https://doi.org/10.1109/ICRA55743.2025.11128047,,no,
"ZeroCAP: Zero-Shot Multi-Robot Context Aware Pattern Formation via Large Language Models",https://doi.org/10.1109/ICRA55743.2025.11128137,http://arxiv.org/abs/2404.02318v3,no,
"DVM-SLAM: Decentralized Visual Monocular Simultaneous Localization and Mapping for Multi-Agent Systems",https://doi.org/10.1109/ICRA55743.2025.11128137,http://arxiv.org/abs/2503.04126v2,maybe,
"Qdgset: a Large Scale Grasping Dataset Generated With Quality-Diversity",https://doi.org/10.1109/ICRA55743.2025.11127447,http://arxiv.org/abs/2410.02319v1,no,
"QuickGrasp: Lightweight Antipodal Grasp Planning with Point Clouds",https://doi.org/10.1109/ICRA55743.2025.11127447,http://arxiv.org/abs/2504.19716v2,no,
"Stonefish: Supporting Machine Learning Research in Marine Robotics",https://doi.org/10.1109/ICRA55743.2025.11127629,http://arxiv.org/abs/2502.11887v2,maybe,
"BODex: Scalable and Efficient Robotic Dexterous Grasp Synthesis Using Bilevel Optimization",https://doi.org/10.1109/ICRA55743.2025.11127629,http://arxiv.org/abs/2412.16490v3,maybe,
"Dark-DENet: A Lightweight Enhancement Network for Low-Light Object Detection",https://doi.org/10.1109/ICRA55743.2025.11127418,,no,
"HGSLoc: 3DGS-Based Heuristic Camera Pose Refinement",https://doi.org/10.1109/ICRA55743.2025.11127418,http://arxiv.org/abs/2409.10925v3,yes,https://github.com/anchang699/HGSLoc
"Ergodic Trajectory Optimization on Generalized Domains Using Maximum Mean Discrepancy",https://doi.org/10.1109/ICRA55743.2025.11128141,http://arxiv.org/abs/2410.10599v2,no,
"OCCUQ: Exploring Efficient Uncertainty Quantification for 3D Occupancy Prediction",https://doi.org/10.1109/ICRA55743.2025.11128141,http://arxiv.org/abs/2503.10605v1,yes,https://github.com/ika-rwth-aachen/OCCUQ
"UAV-Assisted Self-Supervised Terrain Awareness for Off-Road Navigation",https://doi.org/10.1109/ICRA55743.2025.11128142,http://arxiv.org/abs/2409.18253v2,no,
"Vision Transformers for End-to-End Vision-Based Quadrotor Obstacle Avoidance",https://doi.org/10.1109/ICRA55743.2025.11128142,http://arxiv.org/abs/2405.10391v3,no,
"Interactive OT Gym: A Reinforcement Learning-Based Interactive Optical Tweezer (OT)-Driven Microrobotics Simulation Platform",https://doi.org/10.1109/ICRA55743.2025.11127511,http://arxiv.org/abs/2505.20751v2,no,
"Simplifying Reward Design in Complex Robotics: Average-Reward Maximum Entropy Reinforcement Learning",https://doi.org/10.1109/ICRA55743.2025.11127511,,no,
"Narrow Passage Path Planning Using Collision Constraint Interpolation",https://doi.org/10.1109/ICRA55743.2025.11127430,http://arxiv.org/abs/2410.20697v1,no,
"AF-RLIO: Adaptive Fusion of Radar-LiDAR-Inertial Information for Robust Odometry in Challenging Environments",https://doi.org/10.1109/ICRA55743.2025.11127430,http://arxiv.org/abs/2507.18317v1,no,
"A Modified Resistance Model for Magnetic Honeycomb Robots to Navigate in Low Reynolds Number Fluids",https://doi.org/10.1109/ICRA55743.2025.11128357,,no,
"Bayesian Optimal Experimental Design for Robot Kinematic Calibration",https://doi.org/10.1109/ICRA55743.2025.11128357,http://arxiv.org/abs/2409.10802v3,no,
"Universal Online Temporal Calibration for Optimization-Based Visual-Inertial Navigation Systems",https://doi.org/10.1109/ICRA55743.2025.11127446,http://arxiv.org/abs/2501.01788v1,no,
"Modeling Trust Dynamics in Robot-Assisted Delivery: Impact of Trust Repair Strategies",https://doi.org/10.1109/ICRA55743.2025.11127446,http://arxiv.org/abs/2506.10884v1,no,
"RTAGrasp: Learning Task-Oriented Grasping from Human Videos via Retrieval; Transfer; and Alignment",https://doi.org/10.1109/ICRA55743.2025.11127628,http://arxiv.org/abs/2409.16033v1,maybe,
"CLIMB: Language-Guided Continual Learning for Task Planning with Iterative Model Building",https://doi.org/10.1109/ICRA55743.2025.11127628,http://arxiv.org/abs/2410.13756v1,no,
"AI-Enhanced Automatic Design of Efficient Underwater Gliders",https://doi.org/10.1109/ICRA55743.2025.11127443,http://arxiv.org/abs/2505.00222v1,no,
"A Visual Servo System for Robotic on-Orbit Servicing Based on 3D Perception of Non-Cooperative Satellite",https://doi.org/10.1109/ICRA55743.2025.11127443,,no,
"Cocube: a Tabletop Modular Multi-Robot Platform for Education and Research",https://doi.org/10.1109/ICRA55743.2025.11127452,,no,
"Soft Robotic Dynamic in-Hand Pen Spinning",https://doi.org/10.1109/ICRA55743.2025.11127452,http://arxiv.org/abs/2411.12734v1,maybe,
"Inference Based Multi-Object Reactive Search in a Partially Known Environment With Temporal Logic Specifications",https://doi.org/10.1109/ICRA55743.2025.11127510,,no,
"Residual Policy Learning for Perceptive Quadruped Control Using Differentiable Simulation",https://doi.org/10.1109/ICRA55743.2025.11127510,http://arxiv.org/abs/2410.03076v1,no,
"FedEFM: Federated Endovascular Foundation Model with Unseen Data",https://doi.org/10.1109/ICRA55743.2025.11127427,http://arxiv.org/abs/2501.16992v1,no,
"Depth Estimation Based on 3D Gaussian Splatting Siamese Defocus",https://doi.org/10.1109/ICRA55743.2025.11127427,http://arxiv.org/abs/2409.12323v2,no,
"Robust Robotic Breast Ultrasound Scanning and Real-Time Lesion Localization",https://doi.org/10.1109/ICRA55743.2025.11128143,,no,
"Teleoperating a 6 DoF Robotic Manipulator from Head Movements",https://doi.org/10.1109/ICRA55743.2025.11128143,,no,
"Panoptic-Depth Forecasting",https://doi.org/10.1109/ICRA55743.2025.11127421,http://arxiv.org/abs/2409.12008v1,maybe,
"Routing Manipulation of Deformable Linear Object Using Reinforcement Learning and Diffusion Policy",https://doi.org/10.1109/ICRA55743.2025.11127421,,no,
"Cycloidal Quasi-Direct Drive Actuator Designs with Learning-Based Torque Estimation for Legged Robotics",https://doi.org/10.1109/ICRA55743.2025.11127930,http://arxiv.org/abs/2410.16591v2,no,
"Generalizable Imitation Learning Through Pre-Trained Representations",https://doi.org/10.1109/ICRA55743.2025.11127930,http://arxiv.org/abs/2311.09350v2,maybe,
"Robot Planning Under Uncertainty for Object Assembly and Troubleshooting Using Human Causal Models",https://doi.org/10.1109/ICRA55743.2025.11127459,,no,
"Point and Go: Intuitive Reference Frame Reallocation in Mode Switching for Assistive Robotics",https://doi.org/10.1109/ICRA55743.2025.11127459,http://arxiv.org/abs/2510.08753v1,no,
"Motion-Guided Dual-Camera Tracker for Endoscope Tracking and Motion Analysis in a Mechanical Gastric Simulator",https://doi.org/10.1109/ICRA55743.2025.11127431,http://arxiv.org/abs/2403.05146v4,yes,https://github.com/PieceZhang/MotionDCTrack
"Shape-Space Deformer: Unified Visuo-Tactile Representations for Robotic Manipulation of Deformable Objects",https://doi.org/10.1109/ICRA55743.2025.11127431,http://arxiv.org/abs/2409.12419v3,no,
"Robust Optical Transceiver Manipulation in Cluttered Cable Environments Using 3D Scene Understanding and Planning",https://doi.org/10.1109/ICRA55743.2025.11127573,,no,
"Patch Tree: Exploiting the Gauss Map and Principal Component Analysis for Robotic Grasping",https://doi.org/10.1109/ICRA55743.2025.11127573,,no,
"Strain-Coordinated Formation; Migration; and Encapsulation Behaviors in a Tethered Robot Collective",https://doi.org/10.1109/ICRA55743.2025.11128049,,no,
"Adaptive Task Allocation in Multi-Human Multi-Robot Teams Under Team Heterogeneity and Dynamic Information Uncertainty",https://doi.org/10.1109/ICRA55743.2025.11128049,http://arxiv.org/abs/2409.13824v2,no,
"Deliberative Control-Aware Motion Planning for Kinematic-Constrained UAVs in a Dynamic Environment",https://doi.org/10.1109/ICRA55743.2025.11128050,,no,
"An Iterative Approach for Heterogeneous Multi-Agent Route Planning with Resource Transportation Uncertainty and Temporal Logic Goals",https://doi.org/10.1109/ICRA55743.2025.11128050,http://arxiv.org/abs/2508.19429v1,no,
"New Graph Distance Measures and Matching of Topological Maps for Robotic Exploration",https://doi.org/10.1109/ICRA55743.2025.11128042,,no,
"MDC-Seg: Multi-Directional Convolution-Based Semantic Segmentation for LiDAR Point Clouds",https://doi.org/10.1109/ICRA55743.2025.11128042,,no,
"Human-Robot Collaboration for the Remote Control of Mobile Humanoid Robots With Torso-Arm Coordination",https://doi.org/10.1109/ICRA55743.2025.11127419,http://arxiv.org/abs/2505.05773v1,no,
"Maintaining Strong $r$-Robustness in Reconfigurable Multi-Robot Networks Using Control Barrier Functions",https://doi.org/10.1109/ICRA55743.2025.11127419,http://arxiv.org/abs/2409.14675v3,no,
"From Imitation to Refinement - Residual Rl for Precise Assembly",https://doi.org/10.1109/ICRA55743.2025.11128043,http://arxiv.org/abs/2407.16677v4,maybe,
"Learning Adversarial Policies for Swarm Leader Identification Using a Probing Agent",https://doi.org/10.1109/ICRA55743.2025.11128043,,no,
"Loopy Movements: Emergence of Rotation in a Multicellular Robot",https://doi.org/10.1109/ICRA55743.2025.11127444,http://arxiv.org/abs/2409.15187v1,no,
"Assembly Order Planning for Modular Structures by Autonomous Multi-Robot Systems",https://doi.org/10.1109/ICRA55743.2025.11127444,,no,
"Achieving Human Level Competitive Robot Table Tennis",https://doi.org/10.1109/ICRA55743.2025.11128046,http://arxiv.org/abs/2408.03906v3,no,
"Robo-DM: Data Management for Large Robot Datasets",https://doi.org/10.1109/ICRA55743.2025.11128046,http://arxiv.org/abs/2505.15558v1,maybe,
"No Plan but Everything Under Control: Robustly Solving Sequential Tasks with Dynamically Composed Gradient Descent",https://doi.org/10.1109/ICRA55743.2025.11127438,http://arxiv.org/abs/2503.01732v3,no,
"MiniVLN: Efficient Vision-and-Language Navigation by Progressive Knowledge Distillation",https://doi.org/10.1109/ICRA55743.2025.11127438,http://arxiv.org/abs/2409.18800v1,no,
"PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-Rich Manipulation Using Tactile-Diffusion Policies",https://doi.org/10.1109/ICRA55743.2025.11127428,http://arxiv.org/abs/2504.19341v1,no,
"A New Stereo Fisheye Event Camera for Fast Drone Detection and Tracking",https://doi.org/10.1109/ICRA55743.2025.11127428,,no,
"VSS-SLAM: Voxelized Surfel Splatting for Geometally Accurate SLAM",https://doi.org/10.1109/ICRA55743.2025.11127433,,no,
"EnvoDat: A Large-Scale Multisensory Dataset for Robotic Spatial Awareness and Semantic Reasoning in Heterogeneous Environments",https://doi.org/10.1109/ICRA55743.2025.11127433,http://arxiv.org/abs/2410.22200v2,no,
"Weathergs: 3D Scene Reconstruction in Adverse Weather Conditions Via Gaussian Splatting",https://doi.org/10.1109/ICRA55743.2025.11127509,http://arxiv.org/abs/2412.18862v3,no,
"RL-GSBridge: 3D Gaussian Splatting Based Real2Sim2Real Method for Robotic Manipulation Learning",https://doi.org/10.1109/ICRA55743.2025.11127509,http://arxiv.org/abs/2409.20291v2,no,
"High-Quality 3D Creation From a Single Image Using Subject-Specific Knowledge Prior",https://doi.org/10.1109/ICRA55743.2025.11128140,http://arxiv.org/abs/2312.11535v3,no,
"DGTR: Distributed Gaussian Turbo-Reconstruction for Sparse-View Vast Scenes",https://doi.org/10.1109/ICRA55743.2025.11128140,http://arxiv.org/abs/2411.12309v2,maybe,
"LiDAR-EDIT: LiDAR Data Generation by Editing the Object Layouts in Real-World Scenes",https://doi.org/10.1109/ICRA55743.2025.11127439,http://arxiv.org/abs/2412.00592v3,no,
"TransForce: Transferable Force Prediction for Vision-Based Tactile Sensors with Sequential Image Translation",https://doi.org/10.1109/ICRA55743.2025.11127439,http://arxiv.org/abs/2409.09870v2,no,
"HumanFT: A Human-Like Fingertip Multimodal Visuo-Tactile Sensor",https://doi.org/10.1109/ICRA55743.2025.11127645,http://arxiv.org/abs/2410.10353v1,no,
"FeelAnyForce: Estimating Contact Force Feedback from Tactile Sensation for Vision-Based Tactile Sensors",https://doi.org/10.1109/ICRA55743.2025.11127645,http://arxiv.org/abs/2410.02048v1,no,
"VITaL Pretraining: Visuo-Tactile Pretraining for Tactile and Non-Tactile Manipulation Policies",https://doi.org/10.1109/ICRA55743.2025.11127498,http://arxiv.org/abs/2403.11898v2,maybe,
"Nezha-Mb: Design and Implementation of a Morphing Hybrid Aerial-Underwater Vehicle",https://doi.org/10.1109/ICRA55743.2025.11127498,,no,
"From Ceilings to Walls: Universal Dynamic Perching of Quadrotors on Surfaces with Variable Orientations",https://doi.org/10.1109/ICRA55743.2025.11127500,,no,
"Towards Perpetually-Deployable Ubiquitous Aerial Robotics: An Amphibious Self-Sustainable Solar Small-UAS",https://doi.org/10.1109/ICRA55743.2025.11127500,,no,
"Autonomous Drone for Dynamic Smoke Plume Tracking",https://doi.org/10.1109/ICRA55743.2025.11127449,http://arxiv.org/abs/2504.12664v1,no,
"EvMAPPER: High-Altitude Orthomapping with Event Cameras",https://doi.org/10.1109/ICRA55743.2025.11127449,http://arxiv.org/abs/2409.18120v1,no,
"CoDynTrust: Robust Asynchronous Collaborative Perception via Dynamic Feature Trust Modulus",https://doi.org/10.1109/ICRA55743.2025.11127453,http://arxiv.org/abs/2502.08169v1,yes,https://github.com/CrazyShout/CoDynTrust
"The Devil is in the Quality: Exploring Informative Samples for Semi-Supervised Monocular 3D Object Detection",https://doi.org/10.1109/ICRA55743.2025.11127453,,no,
"MonoCT: Overcoming Monocular 3D Detection Domain Shift with Consistent Teacher Models",https://doi.org/10.1109/ICRA55743.2025.11127448,http://arxiv.org/abs/2503.13743v1,no,
"LiDAR Inertial Odometry and Mapping Using Learned Registration-Relevant Features",https://doi.org/10.1109/ICRA55743.2025.11127448,http://arxiv.org/abs/2410.02961v1,no,
"DreamDrive: Generative 4D Scene Modeling from Street View Images",https://doi.org/10.1109/ICRA55743.2025.11127787,http://arxiv.org/abs/2501.00601v2,no,
"Key-Scan-Based Mobile Robot Navigation: Integrated Mapping; Planning; and Control Using Graphs of Scan Regions",https://doi.org/10.1109/ICRA55743.2025.11127787,http://arxiv.org/abs/2409.13838v1,no,
"Angular Divergent Component of Motion: A Step Towards Planning Spatial DCM Objectives for Legged Robots",https://doi.org/10.1109/ICRA55743.2025.11127429,http://arxiv.org/abs/2409.12796v1,no,
"Finite-Step Capturability and Recursive Feasibility for Bipedal Walking in Constrained Regions",https://doi.org/10.1109/ICRA55743.2025.11127429,,no,
"Realtime Limb Trajectory Optimization for Humanoid Running Through Centroidal Angular Momentum Dynamics",https://doi.org/10.1109/ICRA55743.2025.11127435,http://arxiv.org/abs/2501.17351v3,no,
"Pitching Motion in a Humanoid Robot Using Human-Inspired Shoulder Elastic Energy and Motor Torque Optimization",https://doi.org/10.1109/ICRA55743.2025.11127435,,no,
"Single-Stage Optimization of Open-Loop Stable Limit Cycles with Smooth; Symbolic Derivatives",https://doi.org/10.1109/ICRA55743.2025.11127494,http://arxiv.org/abs/2312.10647v3,no,
"A Robust Deep Reinforcement Learning Framework for Image-Based Autonomous Guidewire Navigation",https://doi.org/10.1109/ICRA55743.2025.11127494,,no,
"CTS: A Consistency-Based Medical Image Segmentation Model",https://doi.org/10.1109/ICRA55743.2025.11127571,http://arxiv.org/abs/2405.09056v1,no,
"An Adversarial Learning Framework for Reliable Myoelectric Force Estimation Under Fatigue",https://doi.org/10.1109/ICRA55743.2025.11127571,,no,
"RACE: A Fast and Lightweight Urban Exploration and Search Strategy for Multi-Robot Systems",https://doi.org/10.1109/ICRA55743.2025.11127451,,no,
"Path Planning Using Instruction-Guided Probabilistic Roadmaps",https://doi.org/10.1109/ICRA55743.2025.11127451,http://arxiv.org/abs/2502.16515v1,no,
"Pushing Through Clutter with Movability Awareness of Blocking Obstacles",https://doi.org/10.1109/ICRA55743.2025.11127436,http://arxiv.org/abs/2502.20106v1,yes,https://github.com/tud-amr/SVG-MPPI
"Improving Efficiency in Path Planning: Tangent Line Decomposition Algorithm",https://doi.org/10.1109/ICRA55743.2025.11127436,,no,
"Gradient Guided Search for Aircraft Contingency Landing Planning",https://doi.org/10.1109/ICRA55743.2025.11127800,,no,
"Search-Based Path Planning in Interactive Environments Among Movable Obstacles",https://doi.org/10.1109/ICRA55743.2025.11127800,http://arxiv.org/abs/2410.18333v2,no,
"Neural Encodings for Energy-Efficient Motion Planning",https://doi.org/10.1109/ICRA55743.2025.11128040,,no,
"Deep Learning-Enhanced Visual Monitoring in Hazardous Underwater Environments with a Swarm of Micro-Robots",https://doi.org/10.1109/ICRA55743.2025.11128040,http://arxiv.org/abs/2503.02752v1,yes,https://github.com/ChrisChen1023/Micro-Robot-Swarm
"CapBot: Enabling Battery-Free Swarm Robotics",https://doi.org/10.1109/ICRA55743.2025.11127426,,no,
"Express Yourself: Enabling Large-Scale Public Events Involving Multi-Human-Swarm Interaction for Social Applications with MOSAIX",https://doi.org/10.1109/ICRA55743.2025.11127426,http://arxiv.org/abs/2411.09975v1,no,
"MochiSwarm: A Testbed for Robotic Micro-Blimps in Realistic Environments",https://doi.org/10.1109/ICRA55743.2025.11127574,,no,
"KFCalibNet: A KansFormer-Based Self-Calibration Network for Camera and LiDAR",https://doi.org/10.1109/ICRA55743.2025.11127574,,no,
"Inducing Matrix Sparsity Bias for Improved Dynamic Identification of Parallel Kinematic Manipulators using Deep Learning",https://doi.org/10.1109/ICRA55743.2025.11127499,,no,
"Infield Self-Calibration of Intrinsic Parameters for Two Rigidly Connected IMUs",https://doi.org/10.1109/ICRA55743.2025.11127499,,no,
"PlaneHEC: Efficient Hand-Eye Calibration for Multi-View Robotic Arm via Any Point Cloud Plane Detection",https://doi.org/10.1109/ICRA55743.2025.11127450,http://arxiv.org/abs/2507.19851v1,no,
"Legged Robot State Estimation with Invariant Extended Kalman Filter Using Neural Measurement Network",https://doi.org/10.1109/ICRA55743.2025.11127450,http://arxiv.org/abs/2402.00366v1,no,
"Physically-Consistent Parameter Identification of Robots in Contact",https://doi.org/10.1109/ICRA55743.2025.11127440,http://arxiv.org/abs/2409.09850v2,no,
"Contact Force Estimation for a Leg-Wheel Transformable Robot With Varying Contact Points",https://doi.org/10.1109/ICRA55743.2025.11127440,,no,
"Simultaneous Collision Detection and Force Estimation for Dynamic Quadrupedal Locomotion",https://doi.org/10.1109/ICRA55743.2025.11127437,http://arxiv.org/abs/2504.17201v1,maybe,
"PROBE: Proprioceptive Obstacle Detection and Estimation while Navigating in Clutter",https://doi.org/10.1109/ICRA55743.2025.11127437,http://arxiv.org/abs/2505.11848v1,no,
"Elderly Bodily Assistance Robot (E-BAR): A Robot System for Body-Weight Support; Ambulation Assistance; and Fall Catching; Without the Use of a Harness",https://doi.org/10.1109/ICRA55743.2025.11127646,,no,
"A Cane-Mounted System for Dynamic Orientation Prediction for Correcting Incorrect Cane-Tapping by Visually Challenged Persons",https://doi.org/10.1109/ICRA55743.2025.11127646,,no,
"SRL-Gym: A Morphology and Controller Co-Optimization Framework for Supernumerary Robotic Limbs in Load-Bearing Locomotion",https://doi.org/10.1109/ICRA55743.2025.11127441,,no,
"Adaptive Walker: User Intention and Terrain Aware Intelligent Walker with High-Resolution Tactile and IMU Sensor",https://doi.org/10.1109/ICRA55743.2025.11127441,,no,
"IMRL: Integrating Visual; Physical; Temporal; and Geometric Representations for Enhanced Food Acquisition",https://doi.org/10.1109/ICRA55743.2025.11128052,http://arxiv.org/abs/2409.12092v2,no,
"An Interactive Hands-Free Controller for a Riding Ballbot to Enable Simple Shared Control Tasks",https://doi.org/10.1109/ICRA55743.2025.11128052,http://arxiv.org/abs/2409.19170v1,no,
"Pedestrian Intention and Trajectory Prediction in Unstructured Traffic Using IDD-PeD",https://doi.org/10.1109/ICRA55743.2025.11127512,http://arxiv.org/abs/2506.22111v1,no,
"Visual-Linguistic Reasoning for Pedestrian Trajectory Prediction",https://doi.org/10.1109/ICRA55743.2025.11127512,,no,
"Curb Your Attention: Causal Attention Gating for Robust Trajectory Prediction in Autonomous Driving",https://doi.org/10.1109/ICRA55743.2025.11127422,http://arxiv.org/abs/2410.07191v2,no,
"Open3DTrack: Towards Open-Vocabulary 3D Multi-Object Tracking",https://doi.org/10.1109/ICRA55743.2025.11127422,http://arxiv.org/abs/2410.01678v2,no,
"Asynchronous Multi-Object Tracking with an Event Camera",https://doi.org/10.1109/ICRA55743.2025.11128048,http://arxiv.org/abs/2505.08126v1,maybe,
"Co-MTP: A Cooperative Trajectory Prediction Framework with Multi-Temporal Fusion for Autonomous Driving",https://doi.org/10.1109/ICRA55743.2025.11128048,http://arxiv.org/abs/2502.16589v3,no,
"Sim4EndoR: A Reinforcement Learning Centered Simulation Platform for Task Automation of Endovascular Robotics",https://doi.org/10.1109/ICRA55743.2025.11127420,http://arxiv.org/abs/2504.05330v1,no,
"Design and Implementation of a Snake Robot for Cranial Surgery",https://doi.org/10.1109/ICRA55743.2025.11127420,,no,
"Single-Fiber Optical Frequency Domain Reflectometry (Ofdr) Shape Sensing of Continuum Manipulators With Planar Bending",https://doi.org/10.1109/ICRA55743.2025.11127442,,no,
"Learning-Based Tip Contact Force Estimation for FBG-Embedded Continuum Robots",https://doi.org/10.1109/ICRA55743.2025.11127442,,no,
"Three-Dimension Tip Force Perception and Axial Contact Location Identification for Flexible Endoscopy Using Tissue-Compliant Soft Distal Attachment Cap Sensors",https://doi.org/10.1109/ICRA55743.2025.11128045,,no,
"MeshDMP: Motion Planning on Discrete Manifolds Using Dynamic Movement Primitives",https://doi.org/10.1109/ICRA55743.2025.11128045,http://arxiv.org/abs/2410.15123v2,no,
"Robotic Sim-to-Real Transfer for Long-Horizon Pick-and-Place Tasks in the Robotic Sim2Real Competition",https://doi.org/10.1109/ICRA55743.2025.11128053,http://arxiv.org/abs/2503.11012v1,no,
"Towards Autonomous Data Annotation and System-Agnostic Robotic Grasping Benchmarking with 3D-Printed Fixtures",https://doi.org/10.1109/ICRA55743.2025.11128053,,no,
"Learning and Online Replication of Grasp Forces from Electromyography Signals for Prosthetic Finger Control",https://doi.org/10.1109/ICRA55743.2025.11127644,http://arxiv.org/abs/2505.02574v1,no,
"Integrated Motion State Prediction for Sit-to-Stand and Stand-to-Sit Motions Toward Effective Power Assist Control",https://doi.org/10.1109/ICRA55743.2025.11127644,,no,
"On Chain Driven; Adaptive; Underactuated Fingers for the Development of Affordable; Robust Humanlike Prosthetic Hands",https://doi.org/10.1109/ICRA55743.2025.11127501,,no,
"Force Myography Based Torque Estimation in Human Knee and Ankle Joints",https://doi.org/10.1109/ICRA55743.2025.11127501,http://arxiv.org/abs/2409.11061v2,no,
"Adaptive Ankle-Foot Prosthesis with Passive Agonist-Antagonist Design",https://doi.org/10.1109/ICRA55743.2025.11128693,,no,
"V2X-DGW: Domain Generalization for Multi-Agent Perception Under Adverse Weather Conditions",https://doi.org/10.1109/ICRA55743.2025.11128693,http://arxiv.org/abs/2403.11371v6,yes,https://github.com/Baolu1998/V2X-DGW
"The Automation of Uncrewed Aircraft Systems Traffic Management Calibration Based on Experimental Platform Data",https://doi.org/10.1109/ICRA55743.2025.11127552,,no,
"Non-Parametric GNSS Integer Ambiguity Estimation via Positional Likelihood Field Marginalization",https://doi.org/10.1109/ICRA55743.2025.11127552,,no,
"Whenever; Wherever: Towards Orchestrating Crowd Simulations with Spatio-Temporal Spawn Dynamics",https://doi.org/10.1109/ICRA55743.2025.11127306,http://arxiv.org/abs/2503.16639v2,no,
"RMP-YOLO: A Robust Motion Predictor for Partially Observable Scenarios Even if You Only Look Once",https://doi.org/10.1109/ICRA55743.2025.11127306,http://arxiv.org/abs/2409.11696v2,no,
"Leg Exoskeleton Odometry using a Limited FOV Depth Sensor",https://doi.org/10.1109/ICRA55743.2025.11128816,http://arxiv.org/abs/2502.19237v1,no,
"Improving Monocular Visual-Inertial Initialization with Structureless Visual-Inertial Bundle Adjustment",https://doi.org/10.1109/ICRA55743.2025.11128816,http://arxiv.org/abs/2502.16598v1,no,
"ORB-SfMLearner: ORB-Guided Self-supervised Visual Odometry with Selective Online Adaptation",https://doi.org/10.1109/ICRA55743.2025.11128164,http://arxiv.org/abs/2409.11692v4,no,
"QVIO2: Quantized Map-Based Visual-Inertial Odometry",https://doi.org/10.1109/ICRA55743.2025.11128164,,no,
"Is Iteration Worth It? Revisit its Impact in Sliding-Window VIO",https://doi.org/10.1109/ICRA55743.2025.11128492,,no,
