title,pdf_url,arxiv_url,code_available,code_url
"Training Flexible Models of Genetic Variant Effects from Functional Annotations using Accelerated Linear Algebra",https://raw.githubusercontent.com/mlresearch/v267/main/assets/amin25a/amin25a.pdf,,yes,https://github.com/AlanNawzadAmin/DeepWAS
"Generalization and Robustness of the Tilted Empirical Risk",https://raw.githubusercontent.com/mlresearch/v267/main/assets/aminian25a/aminian25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-aminian25a.md
"Raptor: Scalable Train-Free Embeddings for 3D Medical Volumes Leveraging Pretrained 2D Foundation Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/an25a/an25a.pdf,,yes,https://github.com/sriramlab/raptor
"Graph-Based Algorithms for Diverse Similarity Search",https://raw.githubusercontent.com/mlresearch/v267/main/assets/anand25a/anand25a.pdf,,yes,https://github.com/microsoft/DiskANN/tree/diversity
"Pixel-level Certified Explanations via Randomized Smoothing",https://raw.githubusercontent.com/mlresearch/v267/main/assets/anani25a/anani25a.pdf,,yes,https://github.com/AlaaAnani/certified-attributions
"Private Lossless Multiple Release",https://raw.githubusercontent.com/mlresearch/v267/main/assets/andersson25a/andersson25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-andersson25a.md
"A Reasoning-Based Approach to Cryptic Crossword Clue Solving",https://raw.githubusercontent.com/mlresearch/v267/main/assets/andrews25a/andrews25a.pdf,,yes,https://github.com/mdda/cryptic-crossword-reasoning-verifier
"Improving Multi-Class Calibration through Normalization-Aware Isotonic Techniques",https://raw.githubusercontent.com/mlresearch/v267/main/assets/arad25a/arad25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-arad25a.md
"Online Conformal Prediction via Online Optimization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/areces25a/areces25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-areces25a.md
"Revisiting Instance-Optimal Cluster Recovery in the Labeled Stochastic Block Model",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ariu25a/ariu25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-ariu25a.md
"Aligning LLMs by Predicting Preferences from User Writing Samples",https://raw.githubusercontent.com/mlresearch/v267/main/assets/aroca-ouellette25a/aroca-ouellette25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-aroca-ouellette25a.md
"Gridded Transformer Neural Processes for Spatio-Temporal Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ashman25a/ashman25a.pdf,,yes,https://github.com/cambridge-mlg/gridded-tnp
"LLMs can see and hear without any training",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ashutosh25a/ashutosh25a.pdf,,yes,https://github.com/facebookresearch/MILS/
"Tracking The Best Expert Privately",https://raw.githubusercontent.com/mlresearch/v267/main/assets/asi25a/asi25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-asi25a.md
"Faster Rates for Private Adversarial Bandits",https://raw.githubusercontent.com/mlresearch/v267/main/assets/asi25b/asi25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-asi25b.md
"Improving the Scaling Laws of Synthetic Data with Deliberate Practice",https://raw.githubusercontent.com/mlresearch/v267/main/assets/askari-hemmat25a/askari-hemmat25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-askari-hemmat25a.md
"Autoformulation of Mathematical Optimization Models Using LLMs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/astorga25a/astorga25a.pdf,,yes,https://github.com/jumpynitro/AutoFormulator
"Risk and cross validation in ridge regression with correlated samples",https://raw.githubusercontent.com/mlresearch/v267/main/assets/atanasov25a/atanasov25a.pdf,,yes,https://github.com/Pehlevan-Group/S_transform/
"Faster Stochastic Optimization with Arbitrary Delays via Adaptive Asynchronous Mini-Batching",https://raw.githubusercontent.com/mlresearch/v267/main/assets/attia25a/attia25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-attia25a.md
"PAC Learning with Improvements",https://raw.githubusercontent.com/mlresearch/v267/main/assets/attias25a/attias25a.pdf,,yes,https://github.com/ripl/PLI
"The Global Convergence Time of Stochastic Gradient Descent in Non-Convex Landscapes: Sharp Estimates via Large Deviations",https://raw.githubusercontent.com/mlresearch/v267/main/assets/azizian25a/azizian25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-azizian25a.md
"Beyond Topological Self-Explainable GNNs: A Formal Explainability Perspective",https://raw.githubusercontent.com/mlresearch/v267/main/assets/azzolin25a/azzolin25a.pdf,,yes,https://github.com/steveazzolin/beyond-topo-segnns
"Visual Graph Arena: Evaluating Visual Conceptualization of Vision and Multimodal Large Language Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/babaiee25a/babaiee25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-babaiee25a.md
"Near-Optimal Decision Trees in a SPLIT Second",https://raw.githubusercontent.com/mlresearch/v267/main/assets/babbar25a/babbar25a.pdf,,yes,https://github.com/VarunBabbar/SPLIT-ICML/tree/main
"Adaptive Estimation and Learning under Temporal Distribution Shift",https://raw.githubusercontent.com/mlresearch/v267/main/assets/baby25a/baby25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-baby25a.md
"Contract Design Under Approximate Best Responses",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bacchiocchi25a/bacchiocchi25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bacchiocchi25a.md
"Sampling Binary Data by Denoising through Score Functions",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bach25a/bach25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bach25a.md
"FlexTok: Resampling Images into 1D Token Sequences of Flexible Length",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bachmann25a/bachmann25a.pdf,,yes,https://github.com/apple/ml-flextok
"A Parametric Contextual Online Learning Theory of Brokerage",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bachoc25a/bachoc25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bachoc25a.md
"Layer-wise Alignment: Examining Safety Alignment Across Image Encoder Layers in Vision Language Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bachu25a/bachu25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bachu25a.md
"Positional Attention: Expressivity and Learnability of Algorithmic Computation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/back-de-luca25a/back-de-luca25a.pdf,,yes,https://github.com/opallab/positional_attention
"Graph-Assisted Stitching for Offline Hierarchical Reinforcement Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/baek25a/baek25a.pdf,,yes,https://github.com/qortmdgh4141/GAS
"Active Fine-Tuning of Multi-Task Policies",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bagatella25a/bagatella25a.pdf,,yes,https://github.com/marbaga/amf
"SMART-PC: Skeletal Model Adaptation for Robust Test-Time Training in Point Clouds",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bahri25a/bahri25a.pdf,,yes,https://github.com/AliBahri94/SMART-PC
"Impossible Videos",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bai25a/bai25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bai25a.md
"KoNODE: Koopman-Driven Neural Ordinary Differential Equations with Evolving Parameters for Time Series Analysis",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bai25b/bai25b.pdf,,yes,https://github.com/Baitie00/KoNODE
"SKIM: Any-bit Quantization Pushing The Limits of Post-Training Quantization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bai25c/bai25c.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bai25c.md
"Multivariate Conformal Selection",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bai25d/bai25d.pdf,,yes,https://github.com/Tian-Bai/mcs
"Rethinking Latent Redundancy in Behavior Cloning: An Information Bottleneck Approach for Robot Manipulation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bai25e/bai25e.pdf,,yes,https://github.com/BaiShuanghao/BC-IB
"Kandinsky Conformal Prediction: Beyond Class- and Covariate-Conditional Coverage",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bairaktari25a/bairaktari25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bairaktari25a.md
"Fixing the Loose Brake: Exponential-Tailed Stopping Time in Best Arm Identification",https://raw.githubusercontent.com/mlresearch/v267/main/assets/balagopalan25a/balagopalan25a.pdf,,yes,https://github.com/Kapilan-Balagopalan/Brakebooster
"InfAlign: Inference-aware language model alignment",https://raw.githubusercontent.com/mlresearch/v267/main/assets/balashankar25a/balashankar25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-balashankar25a.md
"Bayesian Basis Function Approximation for Scalable Gaussian Process Priors in Deep Generative Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/balik25a/balik25a.pdf,,yes,https://github.com/YigitBalik/DGBFGP
"Discovering Global False Negatives On the Fly for Self-supervised Contrastive Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/balmaseda25a/balmaseda25a.pdf,,yes,https://github.com/vibalcam/GloFND
"Causal Discovery from Conditionally Stationary Time Series",https://raw.githubusercontent.com/mlresearch/v267/main/assets/balsells-rodas25a/balsells-rodas25a.pdf,,yes,https://github.com/charlio23/SDCI
"MathConstruct: Challenging LLM Reasoning with Constructive Proofs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/balunovic25a/balunovic25a.pdf,,yes,https://github.com/eth-sri/mathconstruct
"On Measuring Long-Range Interactions in Graph Neural Networks",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bamberger25a/bamberger25a.pdf,,yes,https://github.com/BenGutteridge/range-measure
"Polynomial Time Learning Augmented Algorithms for NP-hard Permutation Problems",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bampis25a/bampis25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bampis25a.md
"Differentiable Structure Learning with Ancestral Constraints",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ban25a/ban25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-ban25a.md
"CRANE: Reasoning with constrained LLM generation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/banerjee25a/banerjee25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-banerjee25a.md
"BounDr.E: Predicting Drug-likeness via Biomedical Knowledge Alignment and EM-like One-Class Boundary Optimization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bang25a/bang25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bang25a.md
"Fully Dynamic Embedding into $\ell_p$ Spaces",https://raw.githubusercontent.com/mlresearch/v267/main/assets/banihashem25a/banihashem25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-banihashem25a.md
"Enhancing Adversarial Robustness with Conformal Prediction: A Framework for Guaranteed Model Reliability",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bao25a/bao25a.pdf,,yes,https://github.com/bjbbbb/Enhancing-Adversarial-Robustness-with-Conformal-Prediction
"Visual and Domain Knowledge for Professional-level Graph-of-Thought Medical Reasoning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bao25b/bao25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bao25b.md
"QEM-Bench: Benchmarking Learning-based Quantum Error Mitigation and QEMFormer as a Multi-ranged Context Learning Baseline",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bao25c/bao25c.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bao25c.md
"Ehrenfeucht-Haussler Rank and Chain of Thought",https://raw.githubusercontent.com/mlresearch/v267/main/assets/barcelo25a/barcelo25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-barcelo25a.md
"Stealing That Free Lunch: Exposing the Limits of Dyna-Style Reinforcement Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/barkley25a/barkley25a.pdf,,yes,https://github.com/CLeARoboticsLab/STFL
"Feature Shift Localization Network",https://raw.githubusercontent.com/mlresearch/v267/main/assets/barrabes25a/barrabes25a.pdf,,yes,https://github.com/AI-sandbox/FSL-Net
"On Volume Minimization in Conformal Regression",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bars25a/bars25a.pdf,,yes,https://github.com/pierreHmbt/AdEffOrt
"SDE Matching: Scalable and Simulation-Free Training of Latent Stochastic Differential Equations",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bartosh25a/bartosh25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bartosh25a.md
"A Certified Unlearning Approach without Access to Source Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/basaran25a/basaran25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-basaran25a.md
"Robust Conformal Outlier Detection under Contaminated Reference Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bashari25a/bashari25a.pdf,,yes,https://github.com/Meshiba/robust-conformal-od
"What makes an Ensemble (Un) Interpretable?",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bassan25a/bassan25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bassan25a.md
"Explaining; Fast and Slow: Abstraction and Refinement of Provable Explanations",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bassan25b/bassan25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bassan25b.md
"Competing Bandits in Matching Markets via Super Stability",https://raw.githubusercontent.com/mlresearch/v267/main/assets/basu25a/basu25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-basu25a.md
"Zero Shot Generalization of Vision-Based RL Without Data Augmentation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/batra25a/batra25a.pdf,,yes,https://github.com/SumeetBatra/ALDA_Official
"Lower Bounds for Chain-of-Thought Reasoning in Hard-Attention Transformers",https://raw.githubusercontent.com/mlresearch/v267/main/assets/bavandpour25a/bavandpour25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-bavandpour25a.md
"Grokking at the Edge of Linear Separability",https://raw.githubusercontent.com/mlresearch/v267/main/assets/beck25a/beck25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-beck25a.md
"xLSTM 7B: A Recurrent LLM for Fast and Efficient Inference",https://raw.githubusercontent.com/mlresearch/v267/main/assets/beck25b/beck25b.pdf,,yes,https://github.com/NX-AI/xlstm
"RocketKV: Accelerating Long-Context LLM Inference via Two-Stage KV Cache Compression",https://raw.githubusercontent.com/mlresearch/v267/main/assets/behnam25a/behnam25a.pdf,,yes,https://github.com/NVlabs/RocketKV
"Log-Sum-Exponential Estimator for Off-Policy Evaluation and Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/behnamnia25a/behnamnia25a.pdf,,yes,https://github.com/armin-behnamnia/lse-offpolicy-learning
